id,countries,headline,body,body_word_count,stake_type,role_holder,role_harmed,role_amplifier,mexico_role,vantage,register,forces,note
IE-641,México; Chile; Vietnam; Hungría,Un acuerdo paralelo obliga a un aliado a votar contra su amigo,"Un bloque comercial exige posiciones unánimes de los miembros sobre aranceles externos, de modo que un solo voto bloquea cualquier exención. Los agricultores de granos de México necesitan una para sobrevivir a un colapso de precios. Chile apoya en privado a México pero está obligado a votar con Vietnam bajo un acuerdo paralelo que firmó para asegurar el respaldo vietnamita en cuotas pesqueras. Vietnam no liberará a Chile de ese acuerdo. Hungría, miembro asociado sin voto alguno, importa el grano en cuestión y enfrenta escasez sin importar cómo salga la votación. Chile ha pedido a México que retire la solicitud en lugar de forzar una votación que expondría el acuerdo paralelo.",100,obligación de actuar,Vietnam (mantiene a Chile atado al acuerdo paralelo),"Hungría (sin voto, escasez de cualquier manera)","Chile (aliado en privado de México, atado formalmente a Vietnam)",atrapado en medio (sus agricultores necesitan la exención; su aliado necesita que se retire),inminente,fundamentado,comercio y transporte marítimo; sistemas alimentarios y hambruna,"Fundamentado. Las reglas de unanimidad de bloque y los acuerdos paralelos no divulgados que atan los votos de los miembros son características reales de la gobernanza comercial. Matiz de alianza: Chile es el aliado comprensivo de México pero está formalmente capturado por Vietnam. No geográfico: la votación de bloque es institucional, no de proximidad."
IE-579,México; Ucrania; Estonia; Brasil,Una advertencia previa no atendida antes de que los sistemas hospitalarios se apaguen,"Un ciberataque ha deshabilitado los sistemas digitales de registros de pacientes y dispensación en varios hospitales ucranianos a mitad de tratamiento. Se rastrea hasta servidores registrados a una empresa de telecomunicaciones mexicana. La empresa de México dice que no puede apagar los servidores sin una orden judicial extensa bajo la ley de privacidad nacional. El ministerio de salud de Ucrania dice que un hospital ha tenido que cancelar tratamientos de diálisis programados sin respaldo disponible. La agencia de ciberseguridad de Estonia rastreó el ataque y dice que a la empresa de México se le advirtió sobre los mismos servidores hace seis meses. No tomó ninguna acción entonces. Brasil, que alberga una versión espejo de la misma infraestructura, ha apagado proactivamente sus propios servidores equivalentes como precaución.",103,control de un flujo,"La empresa de México (aloja los servidores, bloquea su propio apagado)",los pacientes hospitalarios de Ucrania (tratamientos cancelados),Estonia (documenta la advertencia previa ignorada),motor principal (su propia inacción a pesar de la advertencia anterior),en desarrollo,contrafactual,tecnología y fijación de normas; salud pública,"Contrafactual. Los ciberataques que interrumpen sistemas hospitalarios y la negligencia de advertencia previa son ambas categorías de riesgo reales y documentadas. Mecanismo de gravedad: falla de ciberseguridad que causa daño médico, distinto del recurso anterior de software/falla de red."
IE-026,México; Noruega; Angola; Tailandia,Reglas rivales de combustible sostenible dividen las rutas navieras,"Noruega solo dejará entrar en sus aguas a barcos que quemen combustible limpio aprobado, mientras Tailandia promueve una mezcla de combustible más barata que llama una vía justa para naciones más pobres, acusando al norte rico de esconder barreras comerciales detrás de reglas verdes. Angola, que construye un puerto de reabastecimiento destinado a servir a toda la ruta naviera, debe elegir para qué mercado prepararse antes de que fragüe el concreto. Inspectores mexicanos redactaron las estrictas reglas de combustible limpio y ahora presionan a los gobiernos de todo el mundo para que las adopten, porque cada barco que cambie debe pagar a esos mismos inspectores una tarifa, por embarcación, para revisar sus tanques de combustible.",97,fijación de normas,Noruega y Tailandia (especificaciones rivales de combustible),Angola (constructor cautivo obligado a elegir un mercado),México (interés colateral de ingresos del certificador que lo impulsa a presionar por la regla estricta),amplificador,inminente,fundamentado,comercio y transporte marítimo; energía; tecnología y fijación de normas,"Fundamentado. Las reglas de descarbonización de la OMI, los estándares de combustible de amoníaco/metanol verde, y los requisitos regionales de combustible del Estado del puerto están todos vigentes. Los organismos de certificación genuinamente lucran con regímenes más estrictos, dando a México un motivo comercial real. Solo las reglas nacionales específicas son inventadas."
IE-743,México; Bangladés; Países Bajos; Malaui,Una planta de acuario obstruye las bombas que mantienen seca la tierra,"En los Países Bajos, una planta de acuario de crecimiento rápido ha obstruido los canales de drenaje, y las estaciones de bombeo que mantienen seca la tierra baja ahora están fallando en tres sitios distintos. Bangladés cultiva y exporta la mayor parte de las plantas de acuario del mundo, y dice que la especie era legal de vender el día en que se envió. Los importadores de México la trajeron bajo una licencia que su propio ministerio de medio ambiente ha cancelado desde entonces, aunque la cancelación no afecta las existencias ya vendidas. Malaui quiere una prohibición mundial total de la especie, lo cual terminaría un comercio que emplea a decenas de miles de cultivadores bangladesíes.",98,control de un flujo,Bangladés (cultiva y exporta la mayor parte de las existencias mundiales),"los Países Bajos, con estaciones de bombeo fallando en tres sitios",Malaui (su prohibición propuesta terminaría el sustento de los cultivadores),"atrapado en medio (su licencia cancelada no alcanza las existencias ya vendidas, y una prohibición arruinaría a sus proveedores)",en desarrollo,fundamentado,contaminación ambiental y biodiversidad; infraestructura,"Fundamentado. Las plantas acuáticas ornamentales que escapan a redes de drenaje son un problema documentado en los Países Bajos. Corrección de reparto: Bangladés se presenta como poseedor por primera vez en el corpus, habiendo aparecido diez veces y sido la parte perjudicada en seis. Los Países Bajos se presentan como perjudicados por primera vez. México entra en la tercera oración y no la cierra."
IE-018,México; República Democrática del Congo; Singapur; Suecia,Un solo reanálisis amenaza con anular toda una generación de créditos,"El regulador ambiental de México ha publicado un nuevo análisis que muestra que un proyecto forestal en la Cuenca del Congo, que vende la contaminación que evita como créditos que las empresas compran para compensar sus propias emisiones, exagera su beneficio diez veces. Debido a que se usó el mismo método defectuoso para todo el lote, los compradores en Suecia enfrentan la cancelación de sus compras, compras que ya habían contabilizado hacia sus metas climáticas nacionales. La bolsa de Singapur ha congelado todo el comercio de los créditos vinculados. La República Democrática del Congo dice que el método fue aprobado hace años por los propios auditores de los compradores y se niega rotundamente a renegociar nada.",101,pureza / contaminación,México (publicó el reanálisis; controla la acusación),Suecia y la RD del Congo (créditos retirados e ingresos del proyecto),Singapur (bolsa que protege la integridad de sus propias liquidaciones),acusador,inminente,contrafactual,cambio climático; deuda y finanzas; extracción de recursos,"El colapso de confianza de 2023 en las líneas base de deforestación evitada de REDD+ está documentado, así como el hecho de que un solo hallazgo metodológico contamina toda una generación en lugar de un solo proyecto. Suecia es un comprador real del Artículo 6, Singapur es un centro real de comercio de carbono con un mecanismo de compensación de impuesto al carbono, y la RD del Congo posee la segunda cuenca de bosque tropical más grande. El paso contrafactual es el retiro frente a metas nacionales vinculantes."
IE-351,México; Belice; Jamaica; Barbados,Una mortandad de arrecife cae sobre cada costa que lo vendió,"El sistema de arrecife de coral que México, Belice y sus vecinos caribeños todos pescan comercialmente y venden como una gran atracción turística para buceadores ha sufrido una mortandad súbita y generalizada, y la propia escorrentía contaminante, la sobrepesca y el tráfico de embarcaciones de cada costa están implicados en el colapso. Jamaica, cuya propia sección del arrecife falló un año antes, exige una investigación regional completa con todos los hallazgos publicados abiertamente. Barbados ha vinculado directamente su financiamiento de préstamos de recuperación turística a lo que concluya la investigación. Los propios complejos turísticos caribeños y flotas pesqueras de México se encuentran entre los usuarios más intensivos del tramo que murió primero.",97,atribución / culpa,(todas las costas sobreexplotan el arrecife),el arrecife; toda economía dependiente,Jamaica y Barbados (fuerzan una investigación),medio: cómplice (sus complejos turísticos son usuarios intensivos del tramo muerto),secuelas,fundamentado,cambio climático; sistemas alimentarios y hambruna; soberanía cultural,"Fundamentado. La degradación del arrecife mesoamericano/caribeño por turismo, pesca y escorrentía está documentada. Termina en el uso intensivo de México, sin epígrafe."
IE-235,México; Botsuana; Namibia; Zimbabue,Una venta de marfil por sacrificio de elefantes divide un bloque de conservación,"Botsuana, desbordada por elefantes, quiere vender una gran reserva de marfil de animales sacrificados certificada como gestionada de manera sostenible, y la certificación misma se ha convertido en toda la disputa. Namibia respalda la venta como buena gestión de vida silvestre; Zimbabue también quiere ser incluido; los compradores conservacionistas argumentan que cualquier venta legal de marfil mancha toda la prohibición mundial y discretamente revive la caza furtiva en todas partes. La propia agencia aduanera de México había incautado años antes una gran cantidad de marfil de contrabando que ahora está en almacenamiento, y debe decidir si la venta recién legalizada de Botsuana cambia lo que a México se le permite hacer con su propia reserva confiscada.",99,pureza / contaminación,México (certifica la reserva de marfil),la integridad de la prohibición del marfil (riesgo de reactivación de la caza furtiva),Zimbabue (quiere unirse a la venta),medio: atrapado en medio (el estatus legal de su propio marfil incautado ahora enredado en la venta de Botsuana),inminente,fundamentado,extracción de recursos; gobernanza moral y legitimidad espiritual; pureza,"Fundamentado. La verdadera sobrepoblación de elefantes de Botsuana, las disputas de venta de reservas de marfil bajo la CITES, y las posiciones del sur de África frente a las conservacionistas están documentadas. Solo el certificador mexicano es inventado."
IE-623,México; Etiopía; Malasia; Suiza,Un certificado de piezas cubre un componente que nadie quiere reclamar,"Un álabe de turbina que falló en pleno vuelo forzó un aterrizaje de emergencia en Etiopía y mató a dos tripulantes. El álabe portaba un certificado de aeronavegabilidad mexicano, fue fabricado en Malasia, y fue instalado por un contratista de mantenimiento etíope. Malasia dice que México certificó una especificación de álabe que nunca probó realmente a carga completa. México dice que Malasia sustituyó una aleación después de la certificación sin volver a presentar el trámite. Etiopía dejó en tierra su flota y quiere que ambos países financien el reemplazo, algo que ninguno hará mientras se culpen mutuamente. Las aseguradoras de aviación de Suiza han suspendido la cobertura de toda aeronave que porte álabes de ese lote de producción.",95,atribución / culpa,México (emitió el certificado de aeronavegabilidad),"Etiopía (muertes de tripulación, flota en tierra, reemplazo sin financiar)",Suiza (suspensión generalizada de cobertura),cómplice (certificó una especificación que no probó a carga completa),secuelas,fundamentado,comercio y transporte marítimo; infraestructura; reconocimiento y legitimidad,Fundamentado. La sustitución de aleaciones después de la certificación es un modo real de falla en piezas de aviación. Prueba de cuatro vías: Etiopía exige financiamiento tanto de Malasia como de México; esos dos se culpan mutuamente. No geográfico: las cadenas de certificación de piezas son globales.
IE-651,México; India; Etiopía; Noruega,Un programa de enfriamiento no autorizado desplaza un monzón,"Un programa de aerosoles estratosféricos ha estado funcionando durante catorce meses sin autorización internacional. México lo lanzó para proteger su propia cosecha de maíz tras tres fracasos consecutivos. El monzón de India desde entonces ha llegado cuatro semanas tarde en dos ocasiones seguidas, y su ministerio de agricultura atribuye el cambio directamente al programa. Las lluvias de Etiopía han aumentado durante el mismo período, y ha defendido públicamente el derecho de México a continuar. India dice que Etiopía está intercambiando la seguridad alimentaria de otros países por la propia. El consorcio de investigación de Noruega suministró el modelo atmosférico en el que se basó México, y se niega a divulgar los rangos de incertidumbre que mostrarían si la atribución se sostiene.",101,control de un flujo,México (opera el programa no autorizado),"India (monzón retrasado dos veces, cosecha en riesgo)",Etiopía (se beneficia y defiende el programa frente a India),motor principal (su propio despliegue unilateral es el acto detonante),en desarrollo,contrafactual,cambio climático; tecnología y fijación de normas,"Contrafactual. La gestión de la radiación solar es técnicamente factible y carece de gobernanza; el despliegue unilateral y las disputas de atribución son exactamente el modo de fallo que describen los estudiosos de la gobernanza. Prueba de cuatro vías: India y Etiopía están en conflicto directo sobre si el programa debe continuar, independientemente de México. Los datos de incertidumbre retenidos por Noruega bloquean la resolución para ambos. No geográfico: la intervención atmosférica y los consorcios de modelado son globales."
IE-586,México; Zambia; Bélgica; China,Un despliegue de seguridad escalonado prioriza las minas de casa sobre las de Zambia,"Un brote de silicosis entre mineros de cobre en Zambia se ha rastreado hasta un cambio en el estándar de ventilación. El conglomerado minero de México implementó el cambio en un cronograma escalonado. Priorizó sus propias minas nacionales para el equipo más seguro y costoso primero, retrasando la misma modernización en su operación zambiana durante dieciocho meses para gestionar el costo. El ministerio de salud de Zambia ha confirmado la enfermedad en más de trescientos mineros que trabajaron específicamente durante ese período de retraso. Bélgica, cuya empresa diseñó el sistema más seguro, dice que el cronograma escalonado vino directamente de la oficina corporativa de México, no de ninguna restricción técnica. China, que opera una concesión adyacente en el mismo cronograma retrasado, ha acelerado su propia modernización tras conocerse las cifras de diagnóstico.",112,cronología / secuencia,México (fijó la secuencia de despliegue escalonado),los mineros de Zambia (más de 300 casos confirmados de silicosis),China (acelera su propia modernización tras las cifras),"motor principal (su propia decisión de secuenciación, priorizándose a sí mismo, es la causa)",secuelas,fundamentado,energía y extracción de recursos; salud pública,"Fundamentado. Los despliegues escalonados de mejoras de seguridad que priorizan las operaciones nacionales más ricas sobre las extranjeras son un patrón real y documentado en las industrias extractivas. Mecanismo de gravedad: enfermedad ocupacional, segundo uso con un recurso distinto basado en secuenciación."
IE-343,México; Nicaragua; Botsuana; Namibia,Una plaga de ganado convierte el momento de cierre fronterizo en un arma,"Una peligrosa plaga bovina avanza constantemente hacia el norte por Centroamérica, y el país que selle primero su frontera salva a su propio hato mientras deja varado el ganado de exportación de sus vecinos en la línea cerrada. Nicaragua quiere que México cierre al final, para que su ganado todavía pueda llegar al mercado del norte; la plaga ahora está a solo días de la frontera. Botsuana y Namibia, ambas de las cuales perdieron hatos años atrás por un cierre mal calculado, han enviado por avión veterinarios expertos para asesorar. México posee, por mucho, el mayor hato de ganado del istmo y opera el mercado de exportación del que dependen los demás.",97,cronología / secuencia,(el dilema de la secuencia),cualquier vecino que quede varado,Botsuana y Namibia (asesoran desde la experiencia),"medio: atrapado en medio (hato y mercado compartido, ambos expuestos)",inminente,fundamentado,sistemas alimentarios y hambruna; salud pública; comercio y transporte marítimo,"Fundamentado. La enfermedad ganadera transfronteriza y la secuencia de cierres fronterizos están documentadas. Termina en la doble apuesta, sin resumen."
IE-131,México; Noruega; Rusia; Canadá,Un glaciar en deshielo descubre un marcador fronterizo en el lugar equivocado,"Un glaciar en retirada en la frontera entre Noruega y Rusia ha descubierto los marcadores de piedra originales colocados allí en 1826, y se encuentran a cientos de metros de la línea que ambos países realmente han usado durante el último siglo. Noruega dice que las viejas piedras son lo que cuenta; Rusia dice que un siglo de práctica es lo que cuenta. Canadá, que enfrenta problemas idénticos de frontera por deshielo glaciar en su propio territorio ártico, observa de cerca para ver qué argumento prevalece. El programa de investigación ártica de México había planeado modelar sus propias fronteras glaciares según la regla que prevalezca aquí, y ese plan ahora está en pausa.",98,atribución / culpa,México (posee los hallazgos del levantamiento),(difuso: el Estado que pierda territorio),Canadá (exposición al precedente),medio: espectador perjudicado (su propia investigación ártica planeada depende de qué regla gane),en desarrollo,contrafactual,control territorial y soberanía; cambio climático; infraestructura,"Contrafactual con tendencia a fundamentado. Las fronteras definidas por glaciares genuinamente se desplazan (Italia y Suiza han redibujado una), las disputas entre marcador original y práctica son reales en el derecho de fronteras, y el calentamiento ártico es real; el hallazgo específico del mojón es inventado."
IE-045,México; Indonesia; Australia; RD del Congo,Muestras de virus retenidas frenan la carrera por una vacuna,"Un nuevo virus de origen aviar se propaga rápidamente desde la República Democrática del Congo, pero Indonesia, probablemente la próxima en verse gravemente afectada, se niega a compartir muestras del mismo, exigiendo primero una garantía de acceso a la vacuna. Los laboratorios de Australia podrían estudiar el virus y producir una vacuna en semanas de recibir su código genético. México, que tiene licencia para fabricar la vacuna para la región y observa llegar los primeros casos a sus propios puertos, debe decidir ahora si romper el estancamiento reconstruyendo el virus a partir de sus propios pacientes infectados en lugar de esperar las muestras.",97,conocimiento / divulgación,Indonesia (retiene las muestras),las poblaciones que esperan una vacuna,"Australia (laboratorio capaz, retrasado)",poseedor que sopesa la acción independiente,en desarrollo,fundamentado,salud pública; medicina y farmacéutica; ayuda humanitaria,"Fundamentado. La postura real de 'soberanía viral' de Indonesia (2007, H5N1), el Marco de Preparación para una Pandemia de Influenza, la capacidad australiana en materia de vacunas, y la ingeniería inversa de la era del ARNm están todos documentados. Solo la configuración específica del brote es inventada."
IE-346,México; Canadá; Dinamarca; Islandia,Una norma de estrecho ártico alcanza a los barcos que ahora la usan,"Canadá insiste en que un paso marítimo del norte, recién libre de hielo, constituye sus propias aguas soberanas internas, mientras una potencia marítima rival en cambio llama al mismo paso un estrecho internacional abierto a todos, y cualquiera que sea el argumento que prevalezca fijará las normas de tránsito para la bandera de todo barco en adelante. Dinamarca ha presentado por separado su propio reclamo territorial rival a través de sus posesiones árticas cercanas. Islandia está expandiendo un puerto de transbordo específicamente para captar el nuevo tráfico que abre el deshielo ártico. La creciente flota mercante de México ya comenzó a enrutar carga a través de este paso la temporada pasada, atada de antemano a cualquier régimen que produzca la disputa.",101,fijación de normas,Canadá frente a la potencia rival (regímenes rivales),la flota en tránsito de México,Dinamarca e Islandia (intereses árticos propios),medio: espectador perjudicado (su flota atada a una pelea en la que no puede participar),inminente,contrafactual,comercio y transporte marítimo; control territorial y soberanía; cambio climático,Contrafactual con tendencia a fundamentado. La disputa legal del Paso del Noroeste es real; México como usuario distante afectado es inventado. Termina en el hecho del enrutamiento.
IE-202,México; Palestina; Mónaco; Liechtenstein,La apuesta de reconocimiento de un fondo soberano congela una fortuna,"Palestina ha colocado un fondo de inversión soberano en un banco de Mónaco, y una demanda argumenta que un Estado no reconocido por la totalidad de las Naciones Unidas no puede legalmente poseer activos soberanos allí en absoluto, congelando el dinero en su lugar. Liechtenstein, esperando atraer el fondo en su lugar, dice que la condición de Estado es realmente un asunto bancario privado, no político. El propio banco de desarrollo de México había planeado coinvertir junto a este mismo fondo en un proyecto conjunto de infraestructura, y toda esa asociación ahora está congelada hasta que algún tribunal decida si el dinero de Palestina siquiera cuenta como dinero de una nación.",98,reconocimiento / legitimidad,México (posee la cuenta y la opinión),Palestina (activos congelados),Liechtenstein (compite por el fondo),medio: espectador perjudicado (su propia coinversión planeada congelada por el fallo),en desarrollo,contrafactual,reconocimiento y legitimidad; deuda y finanzas; control territorial y soberanía,"Contrafactual con tendencia a fundamentado. La condición de Estado disputada de Palestina, su actividad real de inversión soberana, y la banca privada de microestados están documentadas; la congelación específica y el administrador mexicano son inventados."
IE-655,México; Filipinas; Australia; Alemania,Un codemandado posee datos que su socio desconoce,"Un tribunal alemán está aplicando ciencia de atribución para asignar a cada gran emisor una parte del daño de un único tifón que desplazó a dos millones de personas. Filipinas ha demandado a once Estados y necesita un fallo antes de que venzan sus bonos de reconstrucción. Australia y México son codemandados que llevan una defensa conjunta basada en el argumento de que la ciencia no puede repartir nada de manera confiable. México ahora posee datos internos que muestran que sus propias emisiones fueron subestimadas durante una década, lo cual ampliaría tanto el total adeudado como su propia parte. Australia, que no sabe que esos datos existen, ha pedido a México que cofirme un escrito certificando que las cifras de ambos países están completas.",107,conocimiento / divulgación,El tribunal alemán (controla el precedente y el momento),"Filipinas (dos millones desplazados, bonos por vencer)","Australia (sin saberlo, pide a México que certifique cifras que México sabe falsas)",atrapado en medio (certificar traiciona al tribunal; divulgar traiciona a su codemandado y le cuesta más a él),en desarrollo,contrafactual,cambio climático; reconocimiento y legitimidad,"Contrafactual. La ciencia de atribución está lo bastante avanzada para repartir el daño de un evento entre emisores, y el litigio de responsabilidad climática está activo; el reparto por Estado por un tribunal nacional es el paso inventado. Prueba de cuatro vías: Australia y México están formalmente aliados como codemandados, y esa alianza es lo que está bajo tensión, continuando la estructura de matiz de alianza desde IE-641 a IE-650. No geográfico: la responsabilidad y la atribución se deciden en los tribunales, no por proximidad."
IE-724,México; Islas Marshall; Tuvalu; Rumanía,Una colección lingüística se convierte en un producto que sus hablantes no pueden comprar,"En las Islas Marshall, cada grabación y texto escrito de una lengua hablada por menos de veinte mil personas fue reunido en una sola colección didáctica. La empresa tecnológica de México usó esa colección para construir un producto de traducción sin pedir permiso, y ahora lo revende a un precio que las escuelas de las islas no pueden pagar. Las Islas Marshall quieren que el producto se retire por completo. Tuvalu contribuyó con grabaciones de una lengua emparentada a la misma colección y quiere un pago en lugar de retirada, ya que la retirada no le reportaría nada. La universidad de Rumanía reunió el material y dice que su formulario de permiso cubría la investigación pero no decía nada en absoluto sobre la venta.",101,control de un objeto,La empresa de México (construyó y vende el producto),"las escuelas de las Islas Marshall, excluidas por precio de su propio material lingüístico","Tuvalu (quiere pago, lo cual va en contra de la retirada)",cómplice (usó la colección sin pedir permiso y la revende),en desarrollo,contrafactual,IA; soberanía cultural,"Contrafactual. Construir productos lingüísticos a partir de archivos comunitarios sin consentimiento, y los formularios de permiso que cubren la investigación pero no el uso comercial, son disputas reales. Ubicación nombrada en la primera oración. México entra en la segunda oración y no la cierra."
IE-595,México; Etiopía; Egipto; Países Bajos,Un titular de patente propone un estándar que solo él puede cumplir,"Una empresa mexicana de agrotecnología posee la patente de un nuevo cultivo resistente a la sequía. Quiere que este cultivo sea el único aceptado por un importante fondo internacional de ayuda alimentaria. Eso obligaría a los programas de socorro contra el hambre en todo el mundo a comprar solo a esta empresa, aunque existan opciones igual de buenas y más baratas. Etiopía ya tiene su propia versión, vendida durante años a menor costo, pero quedaría excluida. Egipto actualmente usa ambos tipos y dice que cambiar por completo a la semilla mexicana duplicaría sus costos anuales. Los Países Bajos, vinculados a la empresa mexicana mediante un acuerdo de licencia, han programado una votación antes de la temporada de siembra, dejando poco tiempo para sopesar otras opciones.",103,fijación de normas,"La empresa de México (posee la patente, propone el estándar exclusivo)",Etiopía (su variedad más barata queda excluida),Egipto (enfrenta costos de adquisición duplicados),motor principal (su propia propuesta impulsada por la patente es el mecanismo que amenaza la respuesta al hambre),inminente,contrafactual,sistemas alimentarios y hambruna; fijación de normas; reconocimiento y legitimidad,"Contrafactual. Los estándares de certificación impulsados por patentes que excluyen alternativas equivalentes más baratas de las adquisiciones humanitarias son una tensión real y documentada. Mecanismo de gravedad: hambruna, tercer uso mediante fijación de estándares/exclusividad de patente en lugar de financiamiento retenido o disputas crediticias. Revisado a mitad del borrador para dar a los Países Bajos un interés de licencia genuino en lugar de un papel superficial de presidencia de comité. Se mantuvo por encima de la banda de palabras; el detalle de la licencia es esencial."
IE-498,México; Yemen; Yibuti; Nueva Zelanda,Una promesa de escolta naval choca con el otro despliegue de un barco,"Un acuerdo de corredor humanitario obliga a los países firmantes a mantener abierta una ruta de navegación durante condiciones de hambruna, y la costa de Yemen ahora ha alcanzado el umbral que lo activa. Yibuti, que controla el estrecho por el que deben pasar los barcos, dice que solo cumplirá una vez que se garanticen escoltas navales, ya que barcos anteriores del corredor recibieron disparos sin previo aviso. México, que comprometió su armada para proporcionar escoltas bajo el mismo acuerdo, tiene barcos actualmente desplegados en otro lugar en una misión separada y dice que redirigirlos tomaría más tiempo del que permite la propia ventana de emergencia del corredor. Nueva Zelanda, que preside el comité de supervisión este año, debe decidir si el cronograma de México cuenta como cumplimiento o incumplimiento.",108,obligación de actuar,"Yibuti (controla el estrecho, fija las condiciones de escolta)","Yemen (condiciones de hambruna, el corredor todavía no abre)",Nueva Zelanda (arbitra si México cumple),atrapado en medio (su propio compromiso y un despliegue competidor real),secuelas,contrafactual,ayuda humanitaria; alianzas militares y defensa; sistemas alimentarios y hambruna,Contrafactual. Los acuerdos de corredor humanitario y los requisitos de escolta son reales (doctrina adyacente a la R2P); el pacto específico y el despliegue competidor de México son inventados. Se mantuvo por encima de la banda de palabras según la instrucción vigente de prioridad de traducción.
IE-592,México; Vietnam; España; Chile,Un sistema de supresión desactivado precede a un incendio fatal,"Un incendio en una planta de reciclaje de electrónicos operada por mexicanos en Vietnam mató a varios trabajadores. La empresa mexicana había apagado el sistema de supresión de incendios de la planta meses antes para acelerar el procesamiento de un envío rentable de fin de trimestre, aunque un memorando interno de seguridad había advertido específicamente contra esto. El ministerio de trabajo de Vietnam dice que la planta había sido multada dos veces antes por el mismo problema, pero siguió operando porque las multas costaban menos que solucionarlo. España, cuya empresa de electrónicos contrata la planta bajo una certificación de sostenibilidad, la ha suspendido y ahora revisa cada otra planta contratada. Chile, que opera una planta idéntica para la misma empresa, ha vuelto a encender su propio sistema de supresión mientras espera inspección.",108,control de un flujo,La empresa de México (desactivó el sistema de seguridad),los trabajadores de la instalación (incendio fatal),"España (suspende la certificación, audita más)",motor principal (su propia decisión de desactivar el equipo de seguridad por velocidad),en desarrollo,fundamentado,comercio y transporte marítimo; infraestructura,"Fundamentado. Los sistemas de seguridad desactivados por velocidad de producción que preceden a incendios industriales fatales son un patrón real y documentado con historiales de citaciones previas. Mecanismo de gravedad: incendio industrial, segundo uso mediante desactivación deliberada de equipo en lugar de salidas soldadas."
IE-621,México; Filipinas; Países Bajos; Zambia,El colapso de un fondo de pensiones alcanza a jubilados de tres países,"Un fondo de pensiones que contenía los ahorros de jubilación de trabajadores en Filipinas, Zambia y México ha colapsado después de que un gestor de activos neerlandés concentrara sus tenencias en un solo prestatario que quebró. Los jubilados filipinos han perdido el acceso a la cobertura médica ligada a sus pagos de pensión, y los hospitales reportan pacientes que abandonan el tratamiento. Los Países Bajos dicen que los fideicomisarios del fondo mexicano aprobaron por escrito la concentración y comparten la responsabilidad. Los fideicomisarios de México dicen que la aprobación cubría un límite que el gestor luego excedió. Zambia, cuyos propios jubilados enfrentan la misma pérdida, demanda conjuntamente a los Países Bajos y a México en lugar de elegir entre sus relatos contrapuestos.",97,atribución / culpa,el gestor de activos neerlandés (concentró las tenencias),jubilados en Filipinas y Zambia (perdieron cobertura médica),Zambia (demanda conjuntamente a ambas partes acusadas),atrapado en medio (tanto el relato del gestor como la demanda conjunta de Zambia lo obligan a reconocer culpa),secuelas,contrafactual,deuda y finanzas; salud pública,"Contrafactual. Los fallos de concentración de pensiones que causan pérdida de cobertura médica son un mecanismo real plausible. Prueba de cuatro vías: Zambia demanda conjuntamente a los Países Bajos y a México; esos dos se culpan directamente entre sí, y México no puede refutar a uno sin fortalecer el caso del otro. No geográfico: la gestión de activos es global."
IE-450,México; Italia; Nigeria; Bután,Un permiso de importación de hace un siglo socava la defensa de buena fe de un museo,"Una máscara de bronce tomada de Nigeria hace un siglo fue encontrada recientemente en una colección privada mexicana, y el coleccionista que la compró de buena fe en una casa de subastas italiana ha fallecido, dejándosela a un museo que todavía no ha decidido si aceptarla. Nigeria quiere la devolución total de la máscara. El propio gobierno de México aprobó el permiso de importación del coleccionista décadas atrás sin verificar de dónde provenía la máscara, un descuido que Nigeria ahora señala como prueba de que el papeleo nunca fue honesto desde el principio. La casa de subastas de Italia dice que siguió los estándares de su época. Bután, sin relación con la máscara, ha citado el caso para bloquear una solicitud de préstamo separada de México.",104,control de un objeto,el museo mexicano que decide sobre el legado,Nigeria (reclamante original),"Bután (no relacionado, usa el precedente de manera oportunista)",cómplice (la aprobación de importación de su propio gobierno está implicada),secuelas,contrafactual,soberanía cultural; reconocimiento y legitimidad,Contrafactual. Las disputas de restitución y las aprobaciones de importación cómplices reflejan casos reales (las disputas de procedencia de los Bronces de Benín); la jugada de palanca de Bután es inventada pero plausible. El lenguaje metafórico de 'blanqueado' fue reemplazado por una frase literal conforme a la pantalla de traducción.
IE-198,México; Dominica; Venezuela; Estados Unidos,Un bono de huracán paga y el gatillo es disputado,"Dominica compró un tipo especial de seguro contra tormentas que paga solo si la velocidad del viento de una tormenta cruza un número exacto, y un huracán ha arrasado la isla con una lectura justo por debajo de ese umbral. Los inversionistas detrás del seguro, muchos de ellos fondos de pensiones estadounidenses, se niegan a pagar; Venezuela ofrece ayuda de emergencia con condiciones políticas que alarman a Washington. El propio servicio meteorológico de México suministró parte de los datos de velocidad del viento usados para calibrar el gatillo que ahora niega a Dominica su pago, y se pide a los funcionarios que expliquen cómo las cifras resultaron justo lo bastante bajas para importar.",99,atribución / culpa,México (posee los datos de la estación meteorológica),Dominica (pago denegado),Venezuela (ayuda con condiciones) / inversionistas de EE. UU. (se niegan),medio: cómplice (sus propios datos meteorológicos ayudaron a calibrar el gatillo que ahora niega el pago),secuelas,fundamentado,cambio climático; deuda y finanzas; ayuda humanitaria,"Fundamentado. Los bonos de catástrofe paramétricos, sus disputados gatillos de velocidad del viento, la devastación por huracanes en el Caribe, y las disputas de pago por lecturas de umbral son todos reales. Solo el operador mexicano de la estación meteorológica es inventado."
